"Country","Region","Year","CO2","CO2CAPITA","ENERGY","ENERGYCAPITA","GDP","GDPCAPITA"
"Albania","Non-OECD Europe and Eurasia",2000,54.3319895848478,57.8145839318209,67.0906914097576,71.391098304912,112.803496277112,120.034021451236
"Albania","Non-OECD Europe and Eurasia",2001,56.8122056419813,61.026705864442,68.3814726129901,73.4542158427773,121.754613143412,130.786736406012
"Albania","Non-OECD Europe and Eurasia",2002,66.0849337157509,71.1967148881263,75.344208320862,81.1722100133312,126.91809647135,136.735425467495
"Albania","Non-OECD Europe and Eurasia",2003,67.3536261383312,72.8261082620706,73.7129601915594,79.7021382071236,134.234380058271,145.140923438006
"Albania","Non-OECD Europe and Eurasia",2004,70.6044577203858,76.6689304680898,81.0199042202933,87.9789974139756,141.906765943671,154.095652347819
"Albania","Non-OECD Europe and Eurasia",2005,67.3973133841755,73.5752139135785,81.076025142173,88.5077697251155,150.016186468113,163.767255038421
"Albania","Non-OECD Europe and Eurasia",2006,66.8231054247787,73.3870857104068,79.1417240347201,86.9157523896175,158.174166396892,173.711488455257
"Albania","Non-OECD Europe and Eurasia",2007,66.5327500143186,73.6340570023789,75.5462436396289,83.6095969169899,167.497572029783,185.37525901074
"Albania","Non-OECD Europe and Eurasia",2008,65.3434488957031,72.8822248117326,78.3747381023646,87.4169542390473,180.123017157656,200.904091414054
"Albania","Non-OECD Europe and Eurasia",2009,66.352749397516,74.4882128653126,80.211762945226,90.0464702189064,186.144383295565,208.967413897719
"Albania","Non-OECD Europe and Eurasia",2010,69.2459235957828,78.1364060622513,79.4672253816223,89.6700205387547,193.05600517967,217.842461045511
"Albania","Non-OECD Europe and Eurasia",2011,72.9703538243963,82.5657669606852,83.1487578569291,94.0826048453445,197.976691485918,224.010115288885
"Albania","Non-OECD Europe and Eurasia",2012,61.3934803966922,69.5863345048025,74.648308889554,84.6099970068842,200.79313693752,227.588634866769
"Albania","Non-OECD Europe and Eurasia",2013,64.2351603907004,72.8826276162348,86.7966177791081,98.481354035184,203.010683068954,230.340391870091
"Albania","Non-OECD Europe and Eurasia",2014,72.6381087070496,82.5022333517872,87.3877581562407,99.2548586936983,207.42958886371,235.598154317559
"Algeria","Africa",1971,16.7954963525436,29.0912367304218,15.6163370911107,27.048831998988,37.7520865131686,65.3898439658572
"Algeria","Africa",1972,18.8426086550297,31.7519461188222,18.1229744287833,30.5392803146669,48.1050888188874,81.0625649655336
"Algeria","Africa",1973,21.4867501780189,35.2293514687943,21.7371118453376,35.6398406818773,49.9388389136059,81.8789669659172
"Algeria","Africa",1974,23.337501277846,37.2204919746136,23.3778527029403,37.2848476173194,53.6821139003453,85.6164790660274
"Algeria","Africa",1975,26.4822808931377,41.0682184752519,24.8842691716512,38.5900522338756,56.3905216553546,87.4493504777992
"Algeria","Africa",1976,31.1567717240181,46.9653443230225,28.4001424379426,42.8100343718422,61.1199515041297,92.1314824534619
"Algeria","Africa",1977,34.6306345680861,50.7263427319529,31.7884526100851,46.5631647276725,64.3338854068565,94.2351406818805
"Algeria","Africa",1978,42.0579527371902,59.8399775601841,39.139783007514,55.6880110526413,70.2616395501142,99.9681311235756
"Algeria","Africa",1979,52.7199659267115,72.8148689884841,49.5837296203308,68.4832152828746,75.5160804944847,104.300020136085
"Algeria","Africa",1980,54.197820537053,72.6225010733332,50.5082239881722,67.678617229368,76.1125363989651,101.987177741751
"Algeria","Africa",1981,62.7617268151815,81.5424120153923,54.9120806306936,71.3438544576079,78.3966052890808,101.855838159379
"Algeria","Africa",1982,74.7117423643445,94.0868326275708,71.5286385907659,90.0782505425702,83.4139793676052,105.04583171527
"Algeria","Africa",1983,81.7355758790359,99.7706916420566,77.300079783278,94.3564945988458,87.9182498186817,107.317584760773
"Algeria","Africa",1984,79.7399722558366,94.3738997484808,76.6144844963512,90.6748206024231,92.8414466491302,109.879764573502
"Algeria","Africa",1985,82.212089801645,94.402183414882,79.9825107842651,91.8420109652521,96.2762099611383,110.551677413499
"Algeria","Africa",1986,92.4133669244772,103.034084753111,90.3471248720988,100.730377336854,96.6615789302764,107.770527655493
"Algeria","Africa",1987,92.1016252638031,99.7799696394208,89.2188901560056,96.6569061678408,95.9850182400762,103.987113999367
"Algeria","Africa",1988,96.8116221344241,102.012230195893,94.1875402860478,99.2471857139633,95.0248433085441,100.129467683746
"Algeria","Africa",1989,96.8163484544953,99.3231934893056,93.3919612713037,95.8101393800785,99.2065296225333,101.77526310789
"Algeria","Africa",1990,100,100,100,100,100,100
"Algeria","Africa",1991,106.93773161265,104.352282200309,105.776850228306,103.219467617529,98.7995107113088,96.4108202738358
"Algeria","Africa",1992,107.390823081408,102.377065144235,108.275374012288,103.220319024554,100.578053453707,95.8823634558131
"Algeria","Africa",1993,110.796433797997,103.323875065634,108.661669318597,101.33308771984,98.4661016031782,91.825150246223
"Algeria","Africa",1994,106.717054685556,97.4984952052792,104.737864602819,95.6902738730783,97.5795364747399,89.1503049549912
"Algeria","Africa",1995,108.13412975801,96.9406161877092,109.280553164061,97.9683674781047,101.288171554141,90.8033179252319
"Algeria","Africa",1996,107.265763244984,94.5012395350208,105.812459713952,93.2208777406476,105.440630446314,92.8932958018794
"Algeria","Africa",1997,109.418555126034,94.8626070806276,108.428179273476,94.0039809065283,106.601067342145,92.4199296362974
"Algeria","Africa",1998,112.406093708189,96.0103734768301,112.214504329482,95.84672961023,112.037367800041,95.6954304787773
"Algeria","Africa",1999,119.050402548382,100.264375169294,119.787154441495,100.884868394319,115.62259820955,97.3774747231077
"Algeria","Africa",2000,120.188143895141,99.869009255095,121.678964710549,101.107790327724,118.166466404702,98.1891186980069
"Algeria","Africa",2001,123.136353161269,101.003772811485,121.926878851121,100.011689926883,123.616839324955,101.397896188295
"Algeria","Africa",2002,133.165379568654,107.864373722506,130.420417307112,105.640945709968,130.539408307083,105.737328791908
"Algeria","Africa",2003,140.657728618142,112.508815062611,138.604739216862,110.866677036188,139.937648166791,111.932839614073
"Algeria","Africa",2004,143.380047931688,113.21156114227,140.327066364362,110.800955103554,145.955249569707,115.24491656307
"Algeria","Africa",2005,151.385896606178,117.91244898579,146.129158759708,113.818046224046,154.566514034575,120.389789337018
"Algeria","Africa",2006,157.805822521404,121.16105582905,156.477996493142,120.141569976304,157.19373450676,120.691103396817
"Algeria","Africa",2007,165.85665919538,125.435694153018,166.049736084129,125.581716228239,162.539105207894,122.926662020517
"Algeria","Africa",2008,172.20596004989,128.183644158822,168.009610053595,125.060038944838,165.789844012167,123.407728535327
"Algeria","Africa",2009,184.54079930321,135.072063486379,183.742241414283,134.48757018041,168.441961917752,123.288744060019
"Algeria","Africa",2010,187.201744868239,134.609046870513,180.691995979283,129.928155173027,174.506110696154,125.480140425095
"Algeria","Africa",2011,199.580143279038,140.848126825352,188.49407935957,133.024446015883,179.392502625055,126.601261759415
"Algeria","Africa",2012,216.316566494613,149.71540027801,207.189960829566,143.398762387235,185.312679288583,128.257222300963
"Algeria","Africa",2013,222.593154732643,151.045771367314,214.46646623184,145.531217540445,190.50108790959,129.26895170778
"Algeria","Africa",2014,240.28203894777,159.916478995598,232.915785820213,155.01396830979,197.740828543284,131.603748631365
"Angola","Africa",1971,41.2437312396275,71.2892577251592,65.4524748436225,113.133758940639,77.1220108488043,133.304401479574
"Angola","Africa",1972,61.335186341875,103.603210930842,70.4650530323633,119.024758673974,78.2756513102605,132.217888248418
"Angola","Africa",1973,56.0677825695624,92.4329310272727,70.2117895023117,115.750636086181,83.6121934448774,137.842442763644
"Angola","Africa",1974,57.4616707529603,92.3502992690558,71.726271416916,115.275844645789,79.4331117732447,127.661997084441
"Angola","Africa",1975,49.8621593228578,78.0731826290646,70.0452134892575,109.675409555151,77.8057911223164,121.826768483064
"Angola","Africa",1976,49.4482674718701,75.3781260858864,69.2242317106337,105.524280887114,69.8372679349072,106.458783230089
"Angola","Africa",1977,38.410199266431,56.9828952722096,68.2468724503671,101.246659995692,71.4531285812514,106.003254879638
"Angola","Africa",1978,65.680744719678,94.7123658469065,75.0781887408213,108.263584852645,74.5129498051799,107.448504008299
"Angola","Africa",1979,64.7565528838147,90.6086911217264,76.1184389447919,106.506474107588,76.2128504851402,106.638576662723
"Angola","Africa",1980,67.769154039029,91.8333105390057,77.5615311395159,105.102863921156,78.0388112155245,105.749621432825
"Angola","Africa",1981,64.3212114982768,84.2276349203135,78.073157465325,102.235596172527,74.6084498433799,97.6986149514159
"Angola","Africa",1982,56.0403139028436,70.8011595266625,77.0108104432962,97.2952200968438,74.6084498433799,94.2600851336435
"Angola","Africa",1983,59.1750320276492,72.1327370362231,79.1525020397063,96.4847237044421,77.7408510963404,94.7639600175349
"Angola","Africa",1984,56.8088754654307,66.9316216177144,79.9700843078597,94.2199151061792,82.4050729620292,97.0887932156126
"Angola","Africa",1985,71.8346697422052,82.0293694090569,84.8211857492521,96.8589179084328,85.2891741156697,97.3933226843686
"Angola","Africa",1986,70.6615000748566,78.4438520384082,85.7985450095186,95.2480256250921,87.67667507067,97.3330048071046
"Angola","Africa",1987,72.6443960476746,78.5909818411941,87.8705466412837,95.0635274182583,94.6023378409351,102.346375218153
"Angola","Africa",1988,81.9559935125998,86.4870835285168,91.4383328800653,96.4936717201865,99.900679960272,105.423875447881
"Angola","Africa",1989,84.2558376017737,86.646239796002,93.4763394071254,96.1283342502995,100.301780120712,103.147417908075
"Angola","Africa",1990,100,100,100,100,100,100
"Angola","Africa",1991,102.324303189808,99.2560012113135,102.393255371227,99.3228857889652,98.8005195202078,95.8378819055851
"Angola","Africa",1992,99.1846626391191,93.149373436418,102.964373130269,96.6990922604132,91.9818167927267,86.3848136779022
"Angola","Africa",1993,107.736548706129,97.8927340574673,106.637544193636,96.8941448343907,69.2642677057071,62.9356390160128
"Angola","Africa",1994,106.592786070096,93.7827738289079,108.094234430242,95.1037824746785,71.6861486744595,63.0711149944169
"Angola","Africa",1995,99.7796385511133,85.1297874566272,108.00924666848,92.151107638338,79.1427916571167,67.5228847320704
"Angola","Africa",1996,106.865457858296,88.5809173219453,111.141895567038,92.1256621132218,88.0051952020781,72.9476210211341
"Angola","Africa",1997,110.483797949975,89.0786627725928,113.562347022029,91.5607736314401,94.9575979830392,76.5605093722113
"Angola","Africa",1998,95.1947686600111,74.6636161297296,113.276788142507,88.8457921095167,101.421040568416,79.5470354838833
"Angola","Africa",1999,120.922554427875,92.1535533264891,118.981166711993,90.6740462382594,104.706241882497,79.7953060997414
"Angola","Africa",2000,118.1288609481,87.2925137545957,122.215800924667,90.312599288777,107.861563144625,79.7053904424856
"Angola","Africa",2001,128.309126305112,91.7447765548603,127.593826488986,91.2333162738181,112.415004966002,80.3800151167301
"Angola","Africa",2002,140.303292847868,96.9146519435802,133.486877889584,92.2062059065977,127.95095118038,88.382258518639
"Angola","Africa",2003,180.132502523062,120.095529811074,144.044057655698,96.0351251328622,134.666513866606,89.7830547185661
"Angola","Africa",2004,188.832443938543,121.492104310135,148.199959205874,95.3497424862957,149.316219726488,96.0679286029346
"Angola","Africa",2005,156.803187895627,97.4100304193904,143.219676366603,88.9716160669659,176.583390633356,109.697983083123
"Angola","Africa",2006,210.423198551531,126.292505985731,157.137272232798,94.3111787609396,213.198105279242,127.957958877483
"Angola","Africa",2007,245.985073062318,142.68775505825,167.611163992385,97.2256585126804,261.364504545802,151.608851469229
"Angola","Africa",2008,301.219282340912,168.932979230404,181.428474299701,101.750633101858,297.47879899152,166.835201853524
"Angola","Africa",2009,353.682165846985,191.801907482712,197.166508022845,106.923435734806,304.656581862633,165.215323731354
"Angola","Africa",2010,385.82764725131,202.332236503891,206.821117759043,108.459255345081,315.039346015738,165.210077401656
"Angola","Africa",2011,410.037821063953,207.952824391563,214.81336687517,108.943721929947,327.385590954236,166.035313833686
"Angola","Africa",2012,407.31875462115,199.799131685805,235.733954310579,115.632876821305,344.369317747727,168.920998320405
"Angola","Africa",2013,461.23913527515,218.895816160946,236.031411476747,112.016272045089,358.350523340209,170.066727385272
"Angola","Africa",2014,492.169491620526,226.055064501949,249.399986401958,114.550233146813,372.465428986172,171.074595251697
"Argentina","Non-OECD Americas",1971,83.0004833299466,111.491661306294,73.0473651532453,98.1219839721628,91.9447249796783,123.506149904985
"Argentina","Non-OECD Americas",1972,84.0569660211551,111.010955004334,74.2368127407009,98.0418383974151,93.4418799418676,123.405266936905
"Argentina","Non-OECD Americas",1973,87.8574658125943,114.051277358752,77.2600372530035,100.294333054012,96.0691676724881,124.711214767007
"Argentina","Non-OECD Americas",1974,87.8569345370414,112.129361177515,78.8141995597372,100.58837011465,101.385816685962,129.395897061085
"Argentina","Non-OECD Americas",1975,85.7293007171063,107.642613744232,78.0111759010407,97.9516548602088,101.356750498805,127.264604435719
"Argentina","Non-OECD Americas",1976,89.8823390674031,111.109602963935,80.7443653746792,99.8135392496601,99.3112791585585,122.765349807743
"Argentina","Non-OECD Americas",1977,93.5793477898308,113.949628079957,82.8918403765245,100.935672291516,106.197502278493,129.314492710856
"Argentina","Non-OECD Americas",1978,92.9017521075314,111.469841868154,84.4989731543915,101.38761607681,101.412419636919,121.681519712455
"Argentina","Non-OECD Americas",1979,98.0509794110096,115.918676399579,89.2237655058029,105.482891277043,111.779195507057,132.148566694816
"Argentina","Non-OECD Americas",1980,95.7624284645769,111.517266193895,90.7679415761754,105.701086166236,116.419932507328,135.573343448547
"Argentina","Non-OECD Americas",1981,94.5533066846992,108.423421777326,88.6378339419148,101.640202673821,109.796290366283,125.902413330359
"Argentina","Non-OECD Americas",1982,93.0587037852528,105.04971286788,89.1621113508773,100.65102795455,104.353523659384,117.799918237278
"Argentina","Non-OECD Americas",1983,95.3107858848336,105.908063894436,90.7959464564057,100.891235020138,108.397172204843,120.449480436751
"Argentina","Non-OECD Americas",1984,93.744045223624,102.544787947235,94.0445125631195,102.873463326456,110.794886321649,121.196371421663
"Argentina","Non-OECD Americas",1985,88.2937185067675,95.0953768378855,89.76541028235,96.6804395847614,102.389339113728,110.276845871608
"Argentina","Non-OECD Americas",1986,97.0434032505712,102.933875243582,95.2274473877308,101.007692030996,110.452989137128,117.157414345471
"Argentina","Non-OECD Americas",1987,101.761496418091,106.322344945544,100.449814820443,104.95187509012,113.667512377762,118.761976636792
"Argentina","Non-OECD Americas",1988,107.231120109479,110.381008969155,103.87096914253,106.922154360139,110.760893662093,114.014468787279
"Argentina","Non-OECD Americas",1989,105.336152783177,106.857558907556,100.96388890095,102.422144920905,102.45830972732,103.938150178997
"Argentina","Non-OECD Americas",1990,100,100,100,100,100,100
"Argentina","Non-OECD Americas",1991,105.414718174167,103.941185932412,103.084878667228,101.643913923552,112.669901716876,111.094953401016
"Argentina","Non-OECD Americas",1992,107.2350161302,104.287686166734,108.408845200311,105.429252812544,126.123605192502,122.657126666189
"Argentina","Non-OECD Americas",1993,107.98893035063,103.616947330073,108.724931290352,104.323150922964,133.573909402173,128.166106380144
"Argentina","Non-OECD Americas",1994,115.614181455052,109.498586695522,115.659721166913,109.541717512387,141.369066679804,133.891126582267
"Argentina","Non-OECD Americas",1995,118.021323569401,110.382566664566,117.326120086663,109.732359206643,137.347094612902,128.457505548801
"Argentina","Non-OECD Americas",1996,125.597533311757,116.058929003213,121.655804825523,112.416558213986,144.937803285957,133.930386830869
"Argentina","Non-OECD Americas",1997,131.609073160115,120.208878844967,125.551088282671,114.67564657844,156.693844372737,143.120765929555
"Argentina","Non-OECD Americas",1998,136.200215619391,123.001850262752,129.845169917983,117.262634827426,162.726802473089,146.957900914525
"Argentina","Non-OECD Americas",1999,140.162315749639,125.177706682102,132.0690613372,117.949693777739,157.217528388797,140.409564073492
"Argentina","Non-OECD Americas",2000,140.18097881584,123.812597799132,133.634946617054,118.030920009072,155.977042638619,137.764217436975
"Argentina","Non-OECD Americas",2001,129.623497190755,113.219925892757,127.120881220231,111.034010523542,149.100672463483,130.232307048724
"Argentina","Non-OECD Americas",2002,122.365472200579,105.704080475203,123.549716260632,106.727076808849,132.856615020814,114.766739941177
"Argentina","Non-OECD Americas",2003,131.618855472473,112.450994273253,132.197145673137,112.945067161288,144.597384043156,123.539439289266
"Argentina","Non-OECD Americas",2004,147.442219633037,124.603884649469,144.414871676863,122.045463347458,157.654013843387,133.233904131118
"Argentina","Non-OECD Americas",2005,150.361272910063,125.720384783405,145.282371687717,121.47380317637,172.155577998374,143.943085142082
"Argentina","Non-OECD Americas",2006,159.696066110803,132.128017487969,158.055636362058,130.770772216945,186.621671552085,154.405503422729
"Argentina","Non-OECD Americas",2007,166.594395415213,136.418177681759,160.103249000291,131.10281060244,201.48730201739,164.990727921671
"Argentina","Non-OECD Americas",2008,177.750007785501,144.068093576828,168.595891749198,136.64859434776,207.682833706924,168.328937329197
"Argentina","Non-OECD Americas",2009,169.917012846857,136.311768192299,163.935141565755,131.512958245231,207.786782274552,166.691864600752
"Argentina","Non-OECD Americas",2010,174.796970984758,138.784291786894,170.779186946687,135.594274768092,227.425671847673,180.570124434766
"Argentina","Non-OECD Americas",2011,182.308180974389,143.243392627514,174.855742303,137.387853984472,246.498509742099,193.679091219966
"Argentina","Non-OECD Americas",2012,186.738357003185,145.194118653385,175.473586404825,136.435455114144,248.475010468754,193.196034983782
"Argentina","Non-OECD Americas",2013,181.916438707026,139.971908384996,180.217048676389,138.664347246655,255.644505751656,196.70047188988
"Argentina","Non-OECD Americas",2014,193.606979149598,147.43500296804,188.036054655106,143.192649345314,256.804197354484,195.560758013315
"Armenia","Non-OECD Europe and Eurasia",1990,100,100,100,100,100,100
"Armenia","Non-OECD Europe and Eurasia",1991,104.253323769224,105.232925046098,105.407298815532,106.39774325201,88.2982069833281,89.1278883131828
"Armenia","Non-OECD Europe and Eurasia",1992,53.6977261818108,55.1923570062393,53.5877842788755,55.0793549633556,51.3840830449827,52.8143155681252
"Armenia","Non-OECD Europe and Eurasia",1993,24.7869635895634,26.0741204525229,28.4441042539666,29.9211719822883,46.8700849323687,49.3039914199546
"Armenia","Non-OECD Europe and Eurasia",1994,13.4837666106554,14.5288609832138,17.8850819268043,19.2713116810095,49.4023277760302,53.2313835763
"Armenia","Non-OECD Europe and Eurasia",1995,16.9712777809505,18.6668258558701,21.335997197753,23.4676109419902,52.7996225228059,58.0746701344545
"Armenia","Non-OECD Europe and Eurasia",1996,12.111208330433,13.5311167763583,23.1068616131083,25.8158917171348,55.8980811575967,62.4515277981974
"Armenia","Non-OECD Europe and Eurasia",1997,15.9061121102708,17.9691419473901,24.1538122235051,27.2865724449731,57.7540106951872,65.2447316489607
"Armenia","Non-OECD Europe and Eurasia",1998,16.5441036190068,18.8399766557594,24.6013933394741,28.0153997392983,61.9691726958163,70.5688137509376
"Armenia","Non-OECD Europe and Eurasia",1999,14.7725322411928,16.9258651567642,23.7866659747538,27.2539530964778,64.0295690468701,73.3629031257771
"Armenia","Non-OECD Europe and Eurasia",2000,17.2454285398753,19.8748518120474,26.1361424994486,30.121139519033,67.804340987732,78.1425191162256
"Armenia","Non-OECD Europe and Eurasia",2001,17.4281201055533,20.1904201876427,26.0206795448943,30.1448722178596,74.2843661528783,86.0581954287429
"Armenia","Non-OECD Europe and Eurasia",2002,14.6504925615626,17.0449609880995,24.3432233624369,28.3218663668654,84.0673167662787,97.8072326670358
"Armenia","Non-OECD Europe and Eurasia",2003,16.5046821612838,19.2717714959655,25.702832085728,30.01203548877,95.8792072978924,111.953817480576
"Armenia","Non-OECD Europe and Eurasia",2004,17.4633075747215,20.4585014383303,27.1766064270054,31.8377626515975,105.913809374017,124.079462733275
"Armenia","Non-OECD Europe and Eurasia",2005,20.810835018654,24.4691244249182,32.5929865985133,38.3224336622652,120.603963510538,141.80466024705
"Armenia","Non-OECD Europe and Eurasia",2006,20.9175365706981,24.7010883221602,33.1936534295092,39.1977020012026,136.520918527839,161.214742232242
"Armenia","Non-OECD Europe and Eurasia",2007,24.1757923821372,28.6824578295437,37.0104176126412,43.9096152733645,155.284680717207,184.231657678212
"Armenia","Non-OECD Europe and Eurasia",2008,26.5728902047633,31.6641666473565,38.9732878400644,46.4404387875725,165.995596099402,197.799794343658
"Armenia","Non-OECD Europe and Eurasia",2009,21.5144684713774,25.7143596530792,33.8604844254745,40.4704711019242,142.513368983957,170.33374681326
"Armenia","Non-OECD Europe and Eurasia",2010,20.3996794467427,24.4066363951073,32.2154616572177,38.5433046151997,145.643284051589,174.250908526116
"Armenia","Non-OECD Europe and Eurasia",2011,23.5467577753798,28.1244125046231,35.2304718413098,42.0795224654458,152.500786410821,182.14800802775
"Armenia","Non-OECD Europe and Eurasia",2012,27.4052873141789,32.6231509498873,38.5386800897757,45.876299838232,163.479081472161,194.604883753798
"Armenia","Non-OECD Europe and Eurasia",2013,26.4234757729411,31.307226475627,37.6279498190216,44.5825809185934,168.87385970431,200.086174014631
"Armenia","Non-OECD Europe and Eurasia",2014,26.3047476772162,31.0214007038362,38.3842970381806,45.2669105124252,174.771940861906,206.10995687141
"Australia","OECD",1971,55.1948747008211,71.8060311117668,59.7554156232525,77.7390882142178,57.7530162624932,75.1340573743755
"Australia","OECD",1972,57.1426589678326,73.1702180981196,61.5592919718761,78.8256427143794,59.2539066967488,75.8736354674605
"Australia","OECD",1973,60.7261738368863,76.5879539282604,66.0559582564883,83.3098871208979,61.6813240512308,77.79259100629
"Australia","OECD",1974,66.429099254521,82.4600660931266,68.2242914914136,84.6884821361749,62.5067023929585,77.5910989073957
"Australia","OECD",1975,69.0926405024911,84.9252371270507,69.9011636455414,85.9190335595924,64.1253767079034,78.8197235360227
"Australia","OECD",1976,70.0257871799226,85.212102471954,71.5775727032443,87.1004197955142,66.4385748893084,80.8469405279536
"Australia","OECD",1977,75.4290569447308,90.6817607996799,76.7508228644598,92.2708044099408,67.0344751784953,80.5896890361829
"Australia","OECD",1978,73.5733674112531,87.5375731724216,76.9574796440178,91.5639890158537,69.7515250264754,82.9903461093883
"Australia","OECD",1979,75.9945766310635,89.3594631389782,78.7048582288183,92.5463919866326,71.879952529977,84.5212152403578
"Australia","OECD",1980,79.5979523447611,92.3007254514451,80.5823669089819,93.4422394696575,74.2937051719451,86.1499910719456
"Australia","OECD",1981,79.8412315208314,91.0637667870782,81.1314834946646,92.5353774148658,76.7610769575815,87.550663701453
"Australia","OECD",1982,82.2732247511418,92.3952690808493,84.6539106756461,95.0688499117564,75.0489775972979,84.2822254788152
"Australia","OECD",1983,77.6879850756903,86.1527290415037,81.0511362649652,89.8823231718306,78.5215969295985,87.0771697527098
"Australia","OECD",1984,80.1066724179336,87.735635990044,83.7118567735377,91.6841602858738,82.6434386357864,90.5139912850961
"Australia","OECD",1985,84.7625674024239,91.5271544116482,83.9748955428127,90.6766213741333,86.0331785161013,92.8991682989409
"Australia","OECD",1986,85.2900205981954,90.7385620962275,85.7479759791884,91.2257728212817,88.2480501792008,93.8855580628836
"Australia","OECD",1987,89.2620359042135,93.4814978027048,89.8608511017643,94.1086192996214,93.3390467674786,97.7512310459047
"Australia","OECD",1988,92.7239801037182,95.40784672984,90.0123994067735,92.617780177042,96.9596014656889,99.7660668284221
"Australia","OECD",1989,97.9128359875825,99.2598095239294,97.35502476987,98.6943245733405,100.381275185031,101.762206702898
"Australia","OECD",1990,100,100,100,100,100,100
"Australia","OECD",1991,100.518421023887,99.412550485579,98.6068901801561,97.5220496741709,100.398950193608,99.2943940339988
"Australia","OECD",1992,102.066679436223,99.9022281336189,100.447351146337,98.3172397208193,104.475341877739,102.259811882384
"Australia","OECD",1993,103.57130859661,100.458669562975,105.286708785286,102.122516655935,108.693876277911,105.427288198606
"Australia","OECD",1994,105.85856261041,101.672065784009,105.213423776065,101.052440914865,112.91003420634,108.444665621909
"Australia","OECD",1995,109.867026555151,104.27377402863,107.317155059734,101.853714685514,117.36918637034,111.394004199809
